*id*,*title*,*description*,*url*,*thumbnail*,*year*
*112223*,*Sensational She-Hulk (2023) #2*,*INCREDIBLE AND SENSATIONAL! The Incredible Hulk comes for his cousin, and it's not a social call! Both Hulk books collide! What villain is brave enough to bait the two strongest heroes (one with way better hair) of the Marvel Universe?! PLUS: In honor of Native/Indigenous Heritage Month, the Best Friend of the Marvel Universe and She-Hulk's ex-boyfriend WYATT WINGFOOT makes his triumphant return in a bonus story!*,*http://marvel.com/comics/issue/112223/sensational_she-hulk_2023_2?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/6/10/654bb010699ac.jpg*,*2023*
*108988*,*Incredible Hulk (2023) #6*,*ATTACK OF THE ZOMBIE GHOST RIDER! Charlie reminds Bruce that he's more than a man on the run - he's an Avenger, a hero. And heroes help people. When their travels lead them to a Texas town under attack by dreaded monstrosities known as war devils, it's time for the Hulk to step in… …but he rouses an undead Spirit of Vengeance from his eternal slumber, summoning a 100-year-old Ghost Rider to ride down the Hulk!*,*http://marvel.com/comics/issue/108988/incredible_hulk_2023_6?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/5/e0/654bb01368c0e.jpg*,*2023*
*104776*,*Incredible Hulk Epic Collection: The Curing Of Dr. Banner (Trade Paperback)*,*Collects Incredible Hulk (1968) #201-226, Incredible Hulk Annual (1968) #6, material from Marvel Treasury Edition (1974) #17.  The only thing bigger than the Hulk's anger is his love for Jarella! So when he's shrunk down and able to return to her microscopic world of K'ai, our big green buddy couldn't be happier. But a return to Earth leads to tragedy - and, well, that's when things are going to get smashed. With the Hulk heartbroken and enraged, nothing can stop his rampage - not S.H.I.E.L.D., not the Defenders, not even the might of the Absorbing Man! Only when Doc Samson arrives to delve into the mind of both man and monster can the world hope to cure Bruce Banner. Also featuring the introduction of Doctor Druid; a classic Hulk story by Jim Starlin; and an Annual featuring the newest creation of the Enclave, the utopian scientists who gave rise to Adam Warlock!*,*http://marvel.com/comics/collection/104776/incredible_hulk_epic_collection_the_curing_of_dr_banner_trade_paperback?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/e/70/65398797e2054.jpg*,*2023*
*108987*,*Incredible Hulk (2023) #5*,*THE SWAMP SIREN REVEALED! Hulk tracks down the beauty that has been luring man and monster alike to their dooms! An epic brawl breaks out between the Jade Giant, Man-Thing and the true face of the Swamp Siren… …but even the Jade Giant is not immune to her song! Plus… A backup story featuring a surprise guest character to honor Latin and Latinx characters and creators!*,*http://marvel.com/comics/issue/108987/incredible_hulk_2023_5?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/6/b0/65298f4d611cc.jpg*,*2023*
*109935*,*Crypt Of Shadows (2023) #1*,*REOPENING THE CRYPT! Once more, as All Hallows' Eve draws nigh, the dust-covered slab that seals shut the crypt, blocking out the sun and casting it forever in shadow, has creaked open to let the darkness loose to prey on the Marvel Universe! Be they mercenary or mage, guided by law or by rage, our heroes will face their terror, and they'd best pray their spines are sturdy enough for the job…or the crypt they find may well be their own!*,*http://marvel.com/comics/issue/109935/crypt_of_shadows_2023_1?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/d/80/65298f5310820.jpg*,*2023*
*105931*,*Hulk: Maestro By Peter David Omnibus (Hardcover)*,*Collects HULK: FUTURE IMPERFECT #1-2, INCREDIBLE HULK (1968) #460-461, CAPTAIN MARVEL (1999) #27-30, SPIDER-MAN 2099 (2014) #9-10, FUTURE IMPERFECT #1-5, MAESTRO #1-5, MAESTRO: WAR AND PAX #1-5, MAESTRO: WORLD WAR M #1-5, EXILES (2001) #79-80, ABOMINATIONS #1-3, and material from HULK: BROKEN WORLDS #1 and SECRET WARS: BATTLEWORLD #4. In an imperfect future, the world finds itself in the gamma-powered grip of the Maestro - the monster once known as the Hulk! Experience the full story of the strongest tyrant there is - beginning with the all-time-classic saga from Peter David and George Pérez pitting a time-torn Hulk against his evil future self! Then the Maestro smashes Genis-Vell, son of the Kree Captain Marvel, and the Spider-Man of 2099! On the Battleworld of SECRET WARS, the Maestro rules the realm called Dystopia! And in a titanic trilogy, learn exactly what twisted the Hulk into the despot he would become - and what horrible deeds he committed on the path to conquest!*,*http://marvel.com/comics/collection/105931/hulk_maestro_by_peter_david_omnibus_hardcover?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/a/10/6509b8e2ddf94.jpg*,*2023*
*102293*,*Wolverine (2020) #37*,*HULK AND WOLVERINE - TOGETHER AGAIN in LAST MUTANT STANDING Part 1! LOGAN's grand tour of the Marvel Universe begins here in the only way it could - face-to-face once more with the INCREDIBLE HULK! But will they meet as friends or enemies? And WOLVERINE hunts down his remaining THREE CLONES from BEAST's WEAPONS OF X, for in the end, there can be only one Logan! The perfect jumping on point as Wolverine's new status quo in the FALL OF X kicks into high gear!*,*http://marvel.com/comics/issue/102293/wolverine_2020_37?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/e/60/652990617f639.jpg*,*2023*
*108986*,*Incredible Hulk (2023) #4*,*THE GREEN GIANTS THROW DOWN! HULK VS. MAN-THING! Trouble awaits in the foggy bogs when a sultry seductress of the swamp lures unsuspecting victims into her trap! What is this mysterious creature's connection to the Swamp Walker himself? It's rage versus empathy as these two green goliaths come to blows - and even the Hulk isn't immune to Man-Thing's deadly acid! Guest artist Travel Foreman joins Phillip Kennedy Johnson for a twisted two-part tale!*,*http://marvel.com/comics/issue/108986/incredible_hulk_2023_4?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/4/50/652990d79cd37.jpg*,*2023*
*104901*,*Mighty Marvel Masterworks: The Incredible Hulk Vol. 3 - Less Than Monster, More Than Man (Trade Paperback)*,*Collects Material from Tales to Astonish (1959) #75-91.  When a time-travel device throws the Hulk into the distant future, he does what Hulks always do: smash! Past, present or future, the Hulk will fight. But when the green goliath returns to the present, he discovers that Rick Jones - thinking he was dead - has revealed to the world that Bruce Banner is the Hulk! As if that wasn't trouble enough, Hercules hits the scene (and the Hulk), while the Secret Empire weaves nefarious plans of domination. The horror of the Humanoid comes next, but it's all just a prelude to the debut of the Abomination! Dr. Emil Blonsky is transformed into a gamma-powered monster equal to the Hulk's might, and their iconic battles will shake the Marvel Universe forevermore!*,*http://marvel.com/comics/collection/104901/mighty_marvel_masterworks_the_incredible_hulk_vol_3_-_less_than_monster_more_than_man_trade_paperback?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/c/70/64f74afa7a2c6.jpg*,*2023*
*108985*,*Incredible Hulk (2023) #3*,*Hulk faces undead horror as "The Age of Monsters" continues! Hulk investigates the creature being worshipped in an abandoned mining town…and finds a primordial horror as large as the mine itself awaiting him, using the town's residents as human shields. From the darkest corners of the minds of Phillip Kennedy Johnson and Nic Klein, the first chapter of "The Age of Monsters" culminates in a battle between the Hulk and a monster unlike any he has faced before - but that's only the tip of the iceberg!*,*http://marvel.com/comics/issue/108985/incredible_hulk_2023_3?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/4/30/652991766f5bb.jpg*,*2023*
*104941*,*Marvel Masterworks: The Incredible Hulk Vol. 17 (Hardcover)*,*Collects Incredible Hulk (1968) #256-265, Incredible Hulk Annual (1968) #10-11, Marvel Super Hero Contest of Champions (1982) #1-3.  Bill Mantlo and Sal Buscema take the Hulk around the world! First, Israel's best defense against the Hulk is the super hero called Sabra! Next up is Egypt, where the Hulk faces the swashbuckling might of the Arabian Knight! Then it's off to Mother Russia for a battle against Darkstar and the Soviet Super-Soldiers! In Japan, Glenn Talbot faces a dramatic reckoning - after which the Hulk gets his passport stamped on Easter Island by the Absorbing Man! And in a pair of Hulk-sized Annuals, Rick Leonardi joins Mantlo to fuse Bruce Banner with the cosmic power of Captain Universe, and the Hulk battles the Avengers! Plus: Frank Miller's first Marvel story! And CONTEST OF CHAMPIONS - the Mantlo limited series that changed everything!*,*http://marvel.com/comics/collection/104941/marvel_masterworks_the_incredible_hulk_vol_17_hardcover?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/c/d0/64dbdd1a996e5.jpg*,*2023*
*102216*,*Hulk: Joe Fixit (Trade Paperback)*,*Collects Joe Fixit (2023) #1-5, Incredible Hulk (1968) #347.  Peter David revisits one of his greatest Hulk hits with a return to Joe Fixit! Gone are the ripped-up shorts of the Hulk of yore - this enforcer prefers the slick style of a suavely striped suit, and the Hulk has traded in "monster" for "mobster" as he lends his strength to the Las Vegas casino scene. Of course, the Kingpin has his own ideas about who the toughest guy in town is, and now it's up to Spider-Man to keep the two of them from destroying Sin City! Everyone wants to know who the mysterious gray-skinned enforcer really is, including many of the wall-crawler's deadliest foes, and Spidey is on the case (complete with location-appropriate disguises)! Meanwhile, Wilson Fisk is preparing to make Fixit an offer he can't refuse.*,*http://marvel.com/comics/collection/102216/hulk_joe_fixit_trade_paperback?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/d/b0/64dfeed95857f.jpg*,*2023*
*108984*,*Incredible Hulk (2023) #2*,*The Mother of Horrors demands her freedom! And in order to make it happen, her most dutiful servant - a terrifying monstrosity who calls herself the Eldest - seeks to reclaim that wayward son of monsters: the Hulk himself. Now every eldritch horror and primordial being has its eyes set on the Jade Giant! Meanwhile, on their path to peace and isolation, Banner and his new friend Charlie find themselves forced to pass through an abandoned coal mining town…but when night falls, the term "ghost town" takes on a terrifying new meaning.*,*http://marvel.com/comics/issue/108984/incredible_hulk_2023_2?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/f/a0/64c2904d12033.jpg*,*2023*
*89657*,*Hulk By Donny Cates Vol. 2: Hulk Planet (Trade Paperback)*,*Collects Hulk (2021) #9-14. Journey to a Hulk Planet! Thoroughly shaken by his battle with Thor - and by Titan's impact on his friends - Bruce Banner finds what should be the ultimate paradise: an entire planet of Hulk-like creatures thriving under the heat of a gamma star. But even at the center of a civilization that worships him, Bruce can't shake thoughts of the past - and he should know by now that he can never find peace for long. For Titan, the darkest part of the Hulk, refuses to remain caged like an animal. And when Titan finally breaks free, he'll be looking for a vicious and violent fight! It's the mind-blowing finale to Donny Cates and Ryan Ottley's blockbuster saga of Starship Hulk!*,*http://marvel.com/comics/collection/89657/hulk_by_donny_cates_vol_2_hulk_planet_trade_paperback?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/4/03/64c27220d4791.jpg*,*2023*
*109529*,*ALL-NEW MARVEL NOW! POINT ONE 1 FACSIMILE EDITION (2023) #1*,*Kamala Khan makes her full debut as Ms. Marvel to help usher in a landmark era for Marvel Comics! See the 21st century's greatest super-hero sensation in action for the first time, against the menace of the Inventor! And fresh chapters begin for a host of other iconic characters as well: Loki embarks on a mission for Asgard! The Silver Surfer and Dawn experience the cosmic rays of Nautikos! A Kree Pursuer and her Special Forces team prepare to invade the Earth! The Black Widow takes on a deadly assignment in Russia! And can Avengers buddy-duo Cannonball and Sunspot keep the Hulk's power out of A.I.M.'s hands? It's one of the all-time great Marvel comic books, boldly re-presented in its original form, ads and all! Reprinting ALL-NEW MARVEL NOW! POINT ONE #1.*,*http://marvel.com/comics/issue/109529/all-new_marvel_now_point_one_1_facsimile_edition_2023_1?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/d/a0/64c2907856601.jpg*,*2023*
*98489*,*Planet Hulk: Worldbreaker (Trade Paperback)*,*Collects PLANET HULK: WORLDBREAKER #1-5. Return to Planet Hulk! A thousand years from now on Planet Sakaar, a high priestess fills a stone starship prison with small, green children - and a young woman with emerald skin searches for the legendary Green Scar to help save her brother from a group of apocalyptic cultists. But which Hulk will she find? And after all these centuries, is he truly the Sakaarson, who will save us all - or the Worldbreaker, who will destroy us? On a world broken again and again by prophecy and catastrophe, the Hulk must find the will to fight again! A shocking expansion and culmination of the mythos of Sakaar and the heart of the Hulks from original PLANET HULK scribe Greg Pak!*,*http://marvel.com/comics/collection/98489/planet_hulk_worldbreaker_trade_paperback?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/9/03/648b1623547b6.jpg*,*2023*
*108983*,*Incredible Hulk (2023) #1*,*THE AGE OF MONSTERS HAS BEGUN! As an enraged Hulk tries to take control of Bruce Banner's body permanently, a mysterious immortal turns every monster in the Marvel Universe against Banner in an attempt to free their creator, the primordial Mother of Horrors. With the help of an unlikely new friend, Banner and Hulk must try to stop the world from getting plunged into darkness in this terrifying new series!*,*http://marvel.com/comics/issue/108983/incredible_hulk_2023_1?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/6/d0/648735ae5b54e.jpg*,*2023*
*109557*,*Son Of Origins Of Marvel Comics: Marvel Tales (2023) #1*,*Relive the debut appearances of even more pop-culture icons as we celebrate the legacy of the House of Ideas with MARVEL TALES! In INCREDIBLE HULK (1962) #1, Stan Lee and Jack Kirby unveil perhaps their most tragic hero of all. Is the Hulk man, is he monster…or is he both? In JOURNEY INTO MYSTERY (1952) #83, Larry Lieber joins Lee and Kirby to bring the mighty Thor from Norse myth to the Marvel Universe! In TALES OF SUSPENSE (1959) #39, Lee, Lieber and artist Don Heck introduce Tony Stark - and show how, to save his own life, he must build the invincible armor of Iron Man! In STRANGE TALES (1951) #110-111, Lee and Steve Ditko present the psychedelic world of Doctor Strange, Master of the Mystic Arts! And in DAREDEVIL (1964) #1, Bill Everett teams with Lee to show how blind youth Matt Murdock becomes the fearless adventurer known as Daredevil!*,*http://marvel.com/comics/issue/109557/son_of_origins_of_marvel_comics_marvel_tales_2023_1?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/4/60/6487367e7b7b5.jpg*,*2023*
*108490*,*Hulk Annual (2023) #1*,*HULK VS. GIGANTO! A documentary crew is on the hunt for a monster at the heart of a gamma radiation leak, but they get much more than they bargained for when they end up on Hulk's angry side - and caught in the middle of a brawl between two unstoppable giants, as Hulk battles an unleashed Giganto! Plus: A special preview, exclusive to this issue, of the shocking new direction Hulk is headed in this summer!*,*http://marvel.com/comics/issue/108490/hulk_annual_2023_1?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/d/30/645110735447c.jpg*,*2023*
*102262*,*Hulk (2021) #14*,*Titan is now in control, and his endless rage will lead to the destruction of Hulk Planet. Within the remaining fragments of the Mind Palace, Bruce Banner must reckon with the harm he has inflicted on the Hulk if either of them are to have any chance of regaining control and saving the planet but Bruce knows better than anyone that once a part of the Hulk has unlocked itself, there’s no closing that door ever again… Surprise revelations and shocking twists abound in Ryan Ottley’s mind-blowing “Hulk Planet” finale!*,*http://marvel.com/comics/issue/102262/hulk_2021_14?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/f/d0/645111b59213d.jpg*,*2023*
*105885*,*Incredible Hulk Epic Collection: The Lone And Level Sands (Trade Paperback)*,*Collects INCREDIBLE HULK (1968) #460-474, HULK & SUB-MARINER ANNUAL '98 and X-MAN & HULK ANNUAL '98. The incredible end of an era! As Peter David completes his epic run, he delves ever deeper into the mind of Bruce Banner - and brings him face to face with the Hulk's oldest enemy: General "Thunderbolt" Ross! As the Hulk battles the Maestro, the Destroyer and the alien Troyjan, Banner begins to believe that he and the Hulk could be…happy? But when an unthinkable tragedy suddenly strikes, everything changes! Grieving and tormented, Banner seeks answers - while the enraged Hulk smashes his way through adversaries from Attuma to the Super-Adaptoid! The Circus of Crime wants to use the Hulk, while the alien Qnax needs his help! But as shocking secrets are revealed, how will Hulk and Ross deal with the monstrous menace of the Abomination?*,*http://marvel.com/comics/collection/105885/incredible_hulk_epic_collection_the_lone_and_level_sands_trade_paperback?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/3/f0/643970756cb4f.jpg*,*2023*
*111650*,*SPIDER-MAN & HULK: TOILET PAPER INFINITY COMIC 1 (2023) #1*,**,*http://marvel.com/comics/issue/111650/spider-man_hulk_toilet_paper_infinity_comic_1_2023_1?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/6/30/6423116aae69e.jpg*,*2023*
*98408*,*Clobberin' Time (2023) #1*,*It's Clobberin' Time all the time, as Ben Grimm teams up with heroes from across the Marvel Universe for BIG, FIST-POUNDING ACTION! But the stakes have never been higher! In this opening issue, Ben and the Incredible Hulk are stranded on a distant, ancient, alien world, where the duo must protect an ancient people against legions of Deviant hordes and ultimately face the wrath of a Celestial. Luckily, they have four fists between them!*,*http://marvel.com/comics/issue/98408/clobberin_time_2023_1?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/9/e0/641e08d83df7e.jpg*,*2023*
